Plant Category,Seed Name,Average Precipitation per day,Average Temperature (2 m),Average Soil Temperature (0 to 6 cm),Average Sunshine Duration(s),Humidity(%),Rainfall Alert Maximum Rain (mm),Average Soil Moisture (0-3 cm)
Flowering Shrub,Rosa elliptica,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Perennial,Rosa Micrantha,5.0,22.0,18.0,3600.0,60.0,20.0,0.3
Perennial,Rosa arvensis,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Flowering plant,Rosa laxa,5.0,20.0,18.0,7200.0,60.0,20.0,0.3
Perennial,Rosa vosagiaca,5.0,18.0,15.0,24000.0,60.0,50.0,0.3
Shrub,Rosa Rubiginosa,5.0,20.0,15.0,5000.0,60.0,50.0,0.3
Flowering plant,Rosa majalis,12.5,17.5,17.5,2600.0,50.0,30.0,0.30000000000000004
Flowering Plant,Rosa sp.,7.5,20.0,17.5,19000.0,55.0,75.0,0.4
Fruit Tree,Syzygium jambos,10.0,25.0,20.0,3000.0,70.0,50.0,0.3
Perennial herb,Rhodiola rosea,5.0,10.0,15.0,6000.0,60.0,20.0,0.4
Herb,Rosmarinus officinalis,5.0,20.0,15.0,18000.0,60.0,20.0,0.3
Herb,Rosmarinus angustifolia,5.0,15.0,18.0,36000.0,60.0,30.0,0.3
Tree,Aesculus spec.,7.5,20.0,15.0,2600.0,50.0,50.0,0.25
Deciduous Tree,Fagus sylvatica,5.0,10.0,15.0,18000.0,60.0,50.0,0.3
Vegetable,Beta vulgaris var. vulgaris,5.0,18.0,15.0,3600.0,65.0,10.0,0.3
Vegetable,Brassica napus ssp. napobrassica,5.0,20.0,15.0,36000.0,60.0,20.0,0.2
Vegetable,Brassica rapa ssp. rapa,5.0,22.0,18.0,24000.0,60.0,20.0,0.3
Perennial,Geranium robertianum,2.0,15.0,10.0,18000.0,60.0,20.0,0.3
Flowering plant,Crocus sativus,5.0,20.0,15.0,18000.0,60.0,20.0,0.3
Perennial,Salvia repens var. repens,5.0,25.0,20.0,24000.0,60.0,50.0,0.4
Herbaceous perennial,Salvia Elegans,2.0,20.0,18.0,28800.0,60.0,15.0,0.3
Perennial,Salvia dorisiana,5.0,20.0,18.0,6000.0,60.0,50.0,0.4
Perennial flowering plant,Salvia darcyi,5.0,22.0,20.0,18000.0,60.0,20.0,0.4
Perennial,Salvia hians,5.0,20.0,18.0,6000.0,50.0,20.0,0.4
Flowering Plant,Salvia glutinosa,5.0,18.0,20.0,24000.0,60.0,30.0,0.4
Perennial,Salvia Spathacea,5.0,18.0,15.0,6000.0,70.0,20.0,0.3
Perennial,Salvia lavandulifolia,5.0,20.0,18.0,36000.0,60.0,20.0,0.2
Perennial,Salvia austriaca,5.0,20.0,18.0,24000.0,60.0,20.0,0.4
Perennial,Salvia discolor,5.0,20.0,18.0,3000.0,60.0,20.0,0.4
Perennial,Salvia uliginosa,5.0,20.0,18.0,3600.0,70.0,20.0,0.4
Perennial Flower,Salvia Verticillata,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Perennial,Salvia aethiopis,5.0,20.0,18.0,3600.0,60.0,20.0,0.25
Ornamental Plant,Salvia Leucantha,5.0,20.0,18.0,6000.0,50.0,20.0,0.4
Perennial,Salvia divinorum,5.0,25.0,20.0,6000.0,70.0,15.0,0.4
Perennial,Salvia pratensis,5.0,15.0,12.0,6000.0,60.0,30.0,0.25
Mushroom,Flammulina velutipes,3.0,14.0,12.0,18000.0,70.0,10.0,0.4
Shrub,Hippophae rhamnoides,5.0,-10.0,15.0,3600.0,60.0,20.0,0.3
Perennial Herb,Sanicula europaea,2.0,14.0,12.0,6000.0,60.0,20.0,0.4
Perennial,Matisia cordata,8.0,24.0,22.0,36000.0,75.0,50.0,0.4
Grain,Echinochloa frumentacea,4.7,25.3,22.1,3600.0,65.0,50.0,0.25
Fern,Equisetum hyemale,5.0,20.0,18.0,24000.0,60.0,50.0,0.3
Perennial,Achillea Ptarmica,5.0,18.0,15.0,36000.0,60.0,20.0,0.4
Flowering plant,Arnoglossum atriplicifolium,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Flowering plant,Clitoria ternatea,5.0,25.0,28.0,6000.0,60.0,50.0,0.4
Flowering plant,Cardaminopsis arenaria,5.0,20.0,15.0,18000.0,50.0,20.0,0.3
Perennial,Semiaquilegia ecalcarata,3.0,12.5,10.0,3600.0,50.0,10.0,0.25
Shrub,Chaenomeles sp.,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Vegetable,Trichosanthes cucumerina ssp. anguina,10.0,25.0,20.0,18000.0,70.0,50.0,0.3
Perennial,Chelone glabra,5.0,20.0,15.0,6000.0,60.0,50.0,0.25
Flowering Plant,Gypsophila sp.,7.5,22.5,17.5,6500.0,50.0,20.0,0.25
Perennial,Iberis Amara,2.0,15.0,18.0,3600.0,50.0,20.0,0.3
Perennial,Primula japonica,5.0,10.0,12.0,18000.0,60.0,20.0,0.3
Flowering plant,Primula acaulis,3.5,15.0,11.5,20000.0,55.0,10.0,0.4
Perennial,Agapanthus praecox,5.0,20.0,15.0,30000.0,60.0,20.0,0.3
Shrub,Viburnum lantana,5.0,10.0,15.0,30000.0,60.0,30.0,0.3
Perennial bulbous plant,Galanthus sp.,3.5,10.0,7.0,18000.0,50.0,10.0,0.44999999999999996
Perennial,Helleborus dumetorum ssp. atrorubens,5.0,15.0,10.0,3600.0,60.0,20.0,0.25
Herb,Allium schoenoprasumum,5.0,18.0,15.0,3600.0,60.0,20.0,0.3
Climbing vine,Eccremocarpus scaber,5.0,20.0,18.0,3600.0,60.0,10.0,0.3
Fungus,Coprinus comatus,5.0,15.0,10.0,3000.0,60.0,20.0,0.3
Perennial,Cephalaria Alpina,3.5,15.0,12.5,5500.0,50.0,10.0,0.30000000000000004
Vegetable,Solanum scabrum,5.0,25.0,22.0,3600.0,70.0,20.0,0.4
Herbaceous Plant,Solanum nigrum ssp. schultesii,10.0,25.0,20.0,6000.0,70.0,50.0,0.5
Shrub,Cytisus nigricans,5.0,20.0,15.0,18000.0,60.0,30.0,0.3
Tree,Juglans nigra,5.0,20.0,15.0,3600.0,60.0,100.0,0.3
Perennial,Iris variegata,5.0,20.0,15.0,6000.0,60.0,20.0,0.4
Perennial,Iris germanica,5.0,20.0,15.0,3000.0,50.0,20.0,0.4
Flowering plant,Iris graminea,5.0,20.0,18.0,36000.0,60.0,20.0,0.4
Flowering Plant,Iris spuria,3.0,19.0,17.0,3000.0,60.0,20.0,0.25
Perennial,Iris x germanica ssp. albicans,5.0,18.0,15.0,36000.0,50.0,50.0,0.25
Vegetable,Beta vulgaris ssp. maritima,5.0,17.0,14.0,3000.0,70.0,50.0,0.4
Aquatic,Nymphoides peltata,5.0,25.0,22.0,18000.0,70.0,50.0,0.6
Ornamental Tree,Albizia julibrissin,2.0,25.0,20.0,30000.0,60.0,20.0,0.3
Perennial,Asclepias curassavica,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Perennial,Lepidium latifolium,3.5,21.0,18.0,18000.0,60.0,50.0,0.35
Vegetable,Brassica campestris,5.0,20.0,18.0,24000.0,60.0,50.0,0.3
Herbaceous,Sesame,2.0,25.0,28.0,6000.0,60.0,50.0,0.3
Fungus,Lentinula edodes,4.0,12.0,10.0,6000.0,80.0,20.0,0.4
Shrub,Heptacodium miconioides,5.0,20.0,18.0,3600.0,60.0,50.0,0.4
Biennial,Lunaria annua,5.0,15.0,12.0,30000.0,60.0,20.0,0.3
Perennial,Carlina acaulis,2.0,15.0,12.0,3600.0,70.0,20.0,0.2
Perennial,Scabiosa Canescens,5.0,20.0,18.0,3600.0,60.0,20.0,0.4
Perennial,Scabiosa columbaria ssp. pratensis,3.2,18.5,15.2,25000.0,65.0,20.0,0.32
Perennial,Scabiosa ochroleuca,2.0,20.0,18.0,3600.0,60.0,10.0,0.3
Flowering Plant,Scabiosa stellata,5.0,20.0,18.0,6000.0,50.0,20.0,0.3
Perennial,Scabiosa gigantea,5.0,20.0,15.0,18000.0,70.0,20.0,0.3
Perennial,Helianthus decapetalus,5.0,20.0,15.0,6000.0,50.0,20.0,0.4
Perennial,Helenium Autumnale,5.0,20.0,15.0,3600.0,70.0,20.0,0.4
Flowering Vine,Schisandra chinensis,5.0,20.0,15.0,6000.0,70.0,50.0,0.3
Legume,Tetragonolobus purpureus,5.0,25.0,20.0,3600.0,50.0,20.0,0.3
Annual,Glebionis coronaria,7.5,22.5,17.5,32400.0,50.0,30.0,0.25
Annual,Spergula arvensis,5.0,20.0,15.0,18000.0,60.0,20.0,0.3
Shrub,Spiraea salicifolia,5.0,15.0,10.0,3600.0,70.0,20.0,0.3
Perennial Flowering Plant,Centranthus Ruber,2.0,15.0,18.0,6000.0,60.0,30.0,0.25
Herbaceous plant,Achyranthes aspera,4.3,25.6,22.1,28800.0,70.0,50.0,0.35
Fruit tree,Phyllanthus acidus,10.0,25.0,28.0,3600.0,70.0,100.0,0.3
Flowering Plant,Argemone sp.,7.5,25.0,20.0,26000.0,50.0,75.0,0.30000000000000004
Legume,Phaseolus,5.0,25.0,20.0,3600.0,60.0,50.0,0.3
Annual,Datura Innoxia,3.0,25.0,20.0,20000.0,55.0,75.0,0.30000000000000004
Annual,Datura Stramonium,5.0,20.0,25.0,30000.0,60.0,20.0,0.3
Legume,Melilotus albus,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Perennial Herb,Acinos arvensis,5.0,15.0,18.0,24000.0,60.0,20.0,0.3
Perennial,Lithospermum officinale,5.0,15.0,10.0,6000.0,50.0,20.0,0.3
Perennial,Lithospermum purpurocaeruleum,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Perennial,Zaluzianskya ovata,5.0,22.5,18.0,3600.0,60.0,10.0,0.4
Annual Climber,Quamoclit Lobata,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Annual Vine,Ipomoea Quamoclit,5.0,22.0,20.0,3600.0,60.0,20.0,0.4
Herbaceous plant,Chenopodium vulvaria,5.0,18.0,15.0,24000.0,60.0,10.0,0.3
Perennial,Tetradium danielli,5.0,20.0,18.0,6000.0,60.0,50.0,0.3
Fungi,Kuehneromyces mutabilis,5.0,18.0,15.0,18000.0,70.0,20.0,0.4
Perennial,Geranium sanguineum,3.0,18.0,15.0,6000.0,60.0,20.0,0.3
Perennial,Geranium Macrorrhizum,5.0,15.0,18.0,18000.0,60.0,20.0,0.3
Flowering Plant,Geranium Pusillum,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Perennial Flower,Geranium Pyrenaicum,5.0,15.0,12.0,3000.0,60.0,20.0,0.3
Perennial,Poliomintha longiflora,5.0,25.0,20.0,3600.0,50.0,20.0,0.3
Perennial,Lavatera Arborea,5.0,20.0,18.0,60000.0,70.0,20.0,0.2
Perennial,Helichrysum sp.,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Mushroom,Agrocybe aegerita,5.0,20.0,15.0,18000.0,70.0,20.0,0.5
Perennial,Scutellaria Galericulata,5.0,20.0,15.0,24000.0,60.0,20.0,0.4
Flowering plant,Succisella inflexa,5.0,20.0,15.0,18000.0,60.0,20.0,0.3
Perennial,Glycyrrhiza echinata,5.0,20.0,18.0,3600.0,60.0,50.0,0.3
Perennial Herb,Glycyrrhiza uralensis,3.0,15.0,20.0,18000.0,60.0,50.0,0.3
Vegetable,Ipomoea batatas,10.0,25.0,20.0,6000.0,70.0,50.0,0.3
Herb,Lippia dulcis,5.0,27.0,25.0,6000.0,70.0,20.0,0.3
Perennial,Lippia mexicana,5.0,25.0,20.0,3600.0,70.0,30.0,0.3
Herb,Lippia scaberrima,5.0,25.0,20.0,3000.0,60.0,20.0,0.3
Flowering Plant,Tagetes lemmonii,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Perennial,Hemerocallis lilioasphodelus,5.0,20.0,18.0,6000.0,70.0,20.0,0.3
Perennial,Hemerocallis Fulva,5.0,22.0,18.0,6000.0,60.0,20.0,0.2
Perennial,Tamarindus indica,10.0,30.5,28.0,28800.0,70.0,100.0,0.4
Evergreen Conifer,Abies alba,3.2,10.6,12.8,18000.0,70.0,50.0,0.42
Perennial,Silene vulgaris L.,5.0,18.0,15.0,3000.0,60.0,20.0,0.4
Shrub,Zanthoxylum simulans,5.0,25.0,22.0,3600.0,70.0,20.0,0.3
Aquatic Plant,Myriophyllum spicatum,5.0,20.0,18.0,18000.0,70.0,50.0,0.4
Perennial Herb,Centaurium erythraea,3.0,20.0,18.0,6000.0,60.0,10.0,0.5
Herb,Chenopodium ambrosioides,5.0,20.0,18.0,3600.0,60.0,50.0,0.3
Grass,Schoenoplectus tabernaemontani,5.0,25.0,20.0,6000.0,60.0,20.0,0.4
Grass,Schoenoplectus triqueter,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Grass,Schoenoplectus mucronatus,5.0,20.0,18.0,3600.0,70.0,20.0,0.3
Grass,Schoenoplectus pungens,5.0,20.0,18.0,18000.0,60.0,15.0,0.4
Perennial herb,Succisa pratensis,5.0,15.0,12.0,36000.0,60.0,20.0,0.3
Herb,Thymus pulegioides,5.0,18.0,15.0,3600.0,50.0,20.0,0.3
Herb,Coleus amboinicus,7.5,30.0,27.5,25200.0,60.0,50.0,0.4
Perennial Herb,Thymus herba-barona,2.5,18.0,15.0,25000.0,60.0,10.0,0.25
Perennial Herb,Thymus Mastchina,5.0,20.0,18.0,18000.0,60.0,20.0,0.3
Perennial Herb,Thymus fragrantissimus,3.0,22.0,18.0,24000.0,60.0,20.0,0.25
Herb,Thymus citriodorus,5.0,20.0,18.0,2400.0,65.0,20.0,0.3
Epiphyte,Tillandsia sp.,5.0,20.0,22.0,600.0,60.0,50.0,0.5
Annual Flower,Titonia Rotundifolia,5.0,26.0,21.0,3600.0,60.0,20.0,0.25
Perennial,Atropa Belladonna,5.0,15.0,18.0,6000.0,60.0,20.0,0.4
Fruit Plant,Lycopersicon esculentum,5.0,25.0,20.0,6000.0,60.0,50.0,0.3
Fruit-bearing plant,Lycopersicum esculentum,5.3,24.5,18.2,27000.0,65.0,50.0,0.35
Fruit,Physalis ixocarpa,5.0,20.0,18.0,6000.0,70.0,50.0,0.3
Perennial,Helianthus tuberosus,5.0,20.0,15.0,6000.0,60.0,50.0,0.3
Perennial Herb,Astragalus membranaceus,5.0,20.0,18.0,30000.0,50.0,50.0,0.25
Flowering plant,Astragalus glycophyllus,5.0,25.0,20.0,36000.0,50.0,20.0,0.4
Shrub,Prunus padus,5.0,18.0,15.0,28800.0,70.0,30.0,0.35
Grass,Bromus grossus,10.0,20.0,15.0,6000.0,60.0,50.0,0.4
Grass,Bromus Secalinus,3.5,20.0,15.0,3250.0,70.0,75.0,0.25
Flowering Vine,Ipomoea hederifolia,5.0,25.0,22.0,3600.0,60.0,20.0,0.3
Flowering Vine,Ipomoea x imperialis,5.0,25.0,20.0,18000.0,70.0,50.0,0.4
Tree,Catalpa bignonioides,5.0,20.0,15.0,6000.0,70.0,50.0,0.3
Herbaceous Perennial,Bunias orientalis,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Tuberous Vegetable,Ullucus Tuberosus,10.0,20.0,18.0,3600.0,70.0,50.0,0.4
Tree,Ulmus glabra,3.5,12.5,12.5,20000.0,55.0,50.0,0.30000000000000004
Tree,Ulmus minor,3.5,17.5,17.5,25200.0,50.0,20.0,0.4
Fungi,Hypsizygus ulmarius,5.0,19.5,16.8,25000.0,75.0,20.0,0.35
Flowering plant,Viola odorata,5.0,20.0,18.0,6000.0,70.0,20.0,0.4
Perennial,Viola Canina,5.0,15.0,18.0,24000.0,50.0,20.0,0.3
Flowering Plant,Scandix pecten-veneris,3.0,18.0,15.0,18000.0,60.0,20.0,0.4
Perennial,Rosa multiflora,5.0,20.0,15.0,6000.0,60.0,50.0,0.3
Perennial,Helianthus x multiflorus,5.0,22.0,18.0,24000.0,60.0,20.0,0.3
Perennial legume,Vicia cracca,5.0,18.0,15.0,6000.0,60.0,20.0,0.3
Evergreen Shrub,Juniperus communis,5.0,-10.0,10.0,30000.0,50.0,20.0,0.3
Cactus,Hylocereus triangularis,5.0,25.0,20.0,3600.0,60.0,20.0,0.2
Perennial Herb,Galium odoratum,3.0,15.0,12.5,19000.0,50.0,10.0,0.44999999999999996
Perennial,Clematis spec.,5.0,18.0,15.0,6000.0,60.0,40.0,0.3
Perennial Vine,Clematis tibetana,5.0,15.0,18.0,6000.0,50.0,20.0,0.3
Perennial,Clematis Fusca,5.0,20.0,18.0,18000.0,60.0,20.0,0.4
Climbing vine,Clematis vitalba,5.0,18.0,15.0,3600.0,70.0,50.0,0.4
Perennial,Clematis serratifolia,5.0,20.0,18.0,3600.0,70.0,50.0,0.3
Perennial,Clematis Macropetala,2.0,17.5,17.5,3500.0,50.0,10.0,0.4
Perennial Vine,Clematis Stans,5.0,20.0,18.0,3600.0,60.0,20.0,0.4
Perennial Vine,Clematis tangutica,5.0,15.0,18.0,8000.0,60.0,20.0,0.4
Perennial Vine,Clematis Potaninii,2.5,15.6,12.8,24000.0,65.0,50.0,0.35
Herbaceous perennial,Eupatorium cannabinum,5.0,20.0,18.0,24000.0,60.0,20.0,0.3
Perennial,Oenanthe spec.,5.0,24.0,18.0,3000.0,75.0,50.0,0.4
Perennial,Oenanthe Pimpinelloides,5.0,20.0,15.0,3600.0,60.0,50.0,0.3
Perennial,Oenanthe Silaifolia,5.0,20.0,18.0,6000.0,60.0,40.0,0.3
Aquatic Plant,Trapa Natans,3.5,22.5,20.0,3500.0,70.0,10.0,0.44999999999999996
Herbaceous perennial,Polygonum hydropiper,4.0,18.0,16.0,3600.0,70.0,50.0,0.25
Herb,Plantago div. spec.,5.0,20.0,15.0,6000.0,60.0,50.0,0.3
Herbaceous plant,Plantago major,5.0,20.0,18.0,18000.0,60.0,50.0,0.4
Herbaceous Plant,Plantago coronopus,5.0,18.0,15.0,18000.0,60.0,15.0,0.25
Herbaceous perennial,Plantago lanceolata,3.2,20.5,18.2,3600.0,65.0,50.0,0.3
Shrub,Salix sp.,5.0,20.0,15.0,36000.0,70.0,20.0,0.3
Perennial,Epilobium sp.,5.0,18.0,15.0,36000.0,60.0,20.0,0.3
Shrub,Rubus phoenicolasius,5.0,18.0,15.0,18000.0,70.0,20.0,0.4
Perennial Herb,Ruta Graveolens,5.0,20.0,18.0,6000.0,60.0,20.0,0.25
Vines,Vitis spec.,5.2,20.5,18.7,24000.0,70.0,50.0,0.25
Tree,Crataegus sp.,5.0,20.0,18.0,6000.0,60.0,50.0,0.3
Herb,Heinzelkraut,5.0,20.0,18.0,6000.0,60.0,20.0,0.4
Cereal,Triticum turgidum ssp. dicoccum var. durum,5.0,20.0,15.0,30000.0,50.0,50.0,0.2
Legume,Vicia pisiformis,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Legume,Vicia ervilia,3.0,15.0,20.0,3600.0,60.0,20.0,0.3
Legume,Vicia johannis,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Legume,Vicia sativa var. platysperma,5.0,20.0,18.0,36000.0,60.0,20.0,0.3
Perennial,Thalictrum Rochebrunianum,5.0,15.0,12.0,3600.0,60.0,20.0,0.4
Perennial,Thalictrum aquilegifolium,5.0,20.0,15.0,600.0,60.0,20.0,0.3
Tree,Prunus sp.,5.0,25.0,20.0,3000.0,70.0,50.0,0.3
Climbing Vine,Parthenocissus quinquefolia,5.0,20.0,15.0,3600.0,60.0,50.0,0.2
Flowering Vine,Merremia Sibirica,5.0,25.0,20.0,18000.0,70.0,50.0,0.3
Grass,Calamagrostis sp.,5.0,20.0,15.0,180.0,50.0,30.0,0.3
Perennial,Montia sibirica,5.0,15.0,10.0,10000.0,50.0,20.0,0.3
Perennial Herb,Clinopodium vulgare,3.0,17.5,15.0,26000.0,55.0,20.0,0.4
Perennial,Knautia Maxima,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Herb,Chenopdium ambrosioides,5.0,25.0,20.0,5000.0,60.0,50.0,0.3
Perennial,Euphorbia lathyris,5.0,20.0,18.0,6000.0,50.0,30.0,0.3
Perennial,Lycopus americanus,5.0,20.0,15.0,6000.0,70.0,20.0,0.3
Herbaceous perennial,Lycopus europaeus,5.0,15.0,18.0,14400.0,70.0,50.0,0.4
Shrub,Eriocephalus Africanus,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Fruit Tree,Eriobotrya japonica,5.0,25.0,20.0,30000.0,70.0,50.0,0.3
Shrub,Ribes divaricatum,5.0,18.0,15.0,20000.0,70.0,20.0,0.3
Flowering Vine,Echinopepon Wrightii,5.0,25.0,20.0,30000.0,60.0,50.0,0.3
Legume,Pachyrhizus ahipa,5.0,20.0,18.0,3600.0,60.0,100.0,0.4
Vine,Dioscorea batatas,3.0,22.0,18.0,18000.0,60.0,50.0,0.4
Perennial,Yucca sp.,5.0,20.0,15.0,18000.0,50.0,50.0,0.3
Vine,Bryonia alba,5.0,18.0,15.0,30000.0,70.0,50.0,0.25
Perennial Herb,Betonica officinalis,5.0,20.0,18.0,6000.0,60.0,20.0,0.25
Perennial,Stachys sieboldii,5.0,20.0,15.0,6000.0,60.0,30.0,0.4
Perennial,Stachys Palustris,5.0,15.0,12.0,18000.0,70.0,20.0,0.3
Perennial,Cymbalaria muralis,3.0,15.0,12.0,18000.0,60.0,20.0,0.4
Perennial Shrub,Cistus sp.,5.2,15.5,18.3,28800.0,65.0,30.0,0.25
Hybrid Citrus Fruit,Citrus Limon × Medica,5.0,25.0,20.0,6000.0,60.0,50.0,0.3
Grass,Cymbopogon citratus,5.0,25.0,28.0,36000.0,60.0,50.0,0.3
Herb,Lippia triphylla,5.0,20.0,15.0,30000.0,60.0,10.0,0.3
Grass,Briza Media,4.2,18.5,15.8,25800.0,65.0,20.0,0.24
Perennial,Saccharum officinarum,5.0,25.0,28.0,3600.0,70.0,100.0,0.4
Perennial,Plectranthus sp.,5.0,25.0,20.0,3600.0,60.0,20.0,0.4
Shrub,Chamaecytisus hirsutus,5.0,20.0,16.0,6000.0,70.0,20.0,0.2
Fruit Tree,Prunus domestica,5.0,18.0,20.0,3600.0,50.0,30.0,0.4
Perennial,Cyclamen sp.,5.0,20.0,18.0,6000.0,60.0,15.0,0.4
Grass-like perennial,Cyperus longus,5.0,20.0,18.0,6000.0,60.0,50.0,0.4
Grass,Cyperus papyrus var. syracusanus,5.0,25.0,28.0,36000.0,60.0,20.0,0.4
Herbaceous flowering plant,Acmella Oleracea,5.0,25.0,20.0,6000.0,70.0,20.0,0.3
Perennial Flowering Plant,Aconitum Cammarum,5.0,15.0,10.0,20000.0,60.0,20.0,0.4
Perennial Flower,Aconitum vulparia,5.0,15.0,18.0,6000.0,70.0,20.0,0.25
Perennial,Albuca bracteata,2.0,20.0,18.0,3600.0,50.0,10.0,0.3
Perennial,Albuca Shawii,5.0,22.0,18.0,6000.0,60.0,15.0,0.2
Perennial,Allium ×proliferum,5.0,18.0,15.0,24000.0,60.0,20.0,0.3
Flowering bulb,Allium microdictyon,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Perennial herb,Allium victorialis,5.0,12.0,10.0,30000.0,60.0,20.0,0.2
Annual flowering plant,Amaranthus x sp. (a. cruentus x a. powellii),5.0,25.0,20.0,6000.0,60.0,50.0,0.3
Perennial,Amorphophallus konjac,5.0,20.0,18.0,18000.0,70.0,50.0,0.3
Herb,Anethum graveolens L.,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Legume,Arachis hypogaea,5.0,25.0,20.0,24000.0,70.0,50.0,0.3
Perennial,Aralia cordata,5.0,18.0,15.0,18000.0,60.0,50.0,0.3
Perennial,Artemisia abrotanum,2.0,20.0,18.0,24000.0,60.0,20.0,0.3
Flowering plant,Begonia cucullata,5.0,25.0,22.0,6000.0,70.0,20.0,0.3
Perennial,Bergenia crassifolia,5.0,15.0,12.0,24000.0,60.0,20.0,0.3
Flowering plant,Bidens triplinervia,5.0,25.0,20.0,18000.0,70.0,20.0,0.3
Ornamental Plant,Billbergia nutans,2.5,22.0,20.0,25200.0,50.0,50.0,0.44999999999999996
Perennial,Calendula suffruticosa,5.0,20.0,15.0,3600.0,60.0,10.0,0.3
Perennial,Camassia leichtlinii,5.0,18.0,15.0,24000.0,70.0,20.0,0.4
Vegetable,Capsicum baccatum,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Vegetable,Capsicum pubescens,5.0,20.0,18.0,12000.0,60.0,50.0,0.3
Vegetable,Capsicum sp.,7.5,25.0,20.0,6500.0,60.0,50.0,0.25
Perennial,Cedronella Canariensis,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Herbaceous plant,Centaurea benedicta,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Fruit-bearing shrub,Cerasus Vulgaris,5.0,18.0,15.0,3600.0,70.0,50.0,0.25
Perennial,Chaerophyllum eriopodum,5.0,20.0,15.0,18000.0,60.0,50.0,0.4
Annual Herb,Chenopodium foliosum,5.0,20.0,18.0,18000.0,60.0,20.0,0.3
Flowering plant,Chrysanthemum x indicum,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Fruit,Citrullus amarus,5.0,25.0,22.0,30000.0,60.0,100.0,0.3
Perennial,Claytonia sibirica,3.0,-5.0,5.0,3000.0,60.0,20.0,0.4
Perennial Herb,Clinopodium grandiflorum (syn. Calamintha grandiflora),5.0,25.0,20.0,12000.0,60.0,30.0,0.3
Herb,Cochlearia officinalis,5.0,15.0,12.0,6000.0,70.0,20.0,0.3
Tree,Corylus colurna,5.0,15.0,12.0,24000.0,60.0,30.0,0.4
Shrub,Crataegus schraderiana,5.2,14.5,12.7,24000.0,60.0,100.0,0.25
Herbaceous plant,Cynoglossum officinalis,5.0,20.0,18.0,3600.0,50.0,20.0,0.3
Annual Flower,Delphinium ajacis,5.0,20.0,18.0,5000.0,60.0,30.0,0.3
Perennial,Dioscorea japonica,5.0,20.0,18.0,18000.0,60.0,50.0,0.35
Herbaceous perennial,Dracocephallum moldavicum,5.0,20.0,18.0,6000.0,50.0,20.0,0.3
Perennial herb,Dystaenia takesimana,5.0,18.0,15.0,3600.0,70.0,20.0,0.3
Perennial,Eryngium sp.,5.0,20.0,18.0,6000.0,70.0,20.0,0.3
Perennial,Erysimum ×cheiri,5.0,20.0,18.0,6000.0,50.0,20.0,0.4
Flowering Plant,Fagopyrum tataricum,5.0,12.5,15.0,28800.0,60.0,20.0,0.2
Perennial,Galanthus nivalis,5.0,10.0,8.0,3600.0,70.0,20.0,0.4
Flowering Plant,Gilia Achilleifolia,3.0,23.0,18.0,6000.0,60.0,10.0,0.15
Perennial,Gloriosa Superba,7.5,27.5,27.5,25200.0,65.0,20.0,0.35
Herb,Glycyrrhiza glabra,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Perennial,Haemanthus Albiflos,5.0,20.0,18.0,3600.0,70.0,20.0,0.3
Perennial Flower,Helenium Autumnale,7.5,20.0,15.0,2600.0,50.0,25.0,0.25
Perennial,Helichrysum italicum,3.0,20.0,18.0,24000.0,50.0,10.0,0.25
Perennial,Helleborus orientalis,2.5,16.5,15.2,24000.0,50.0,50.0,0.32
Perennial,Hemerocallis Flava,5.0,22.0,18.0,3600.0,60.0,20.0,0.4
Perennial Flower,Hemerocallis Hybrida,5.0,20.0,15.0,18000.0,60.0,20.0,0.4
Cereal crop,Hordeum distichon,2.5,18.5,15.2,45000.0,60.0,20.0,0.25
Perennial,Hosta Hybrid,3.5,17.5,17.5,21000.0,55.0,20.0,0.4
Perennial,Hylotelephium hybr.,7.5,20.0,15.0,20000.0,50.0,30.0,0.30000000000000004
Annual,Iresine Herbstii,5.0,25.0,20.0,6000.0,50.0,20.0,0.4
Succulent,Kalanchoe daigremontiana,2.0,25.0,20.0,6000.0,50.0,10.0,0.2
