Plant Category,Seed Name,Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Soil depth for sowing (inches),Plant name,water unit
Fruit,Tomaat Zuckertraube,48.0,"[""Organic compost"",""Fish emulsion""]",5.0,0.5,tomaat zuckertraube,
Vegetable,Tomaat De Marcel,60.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",5.0,0.5,tomaat de marcel,
Tomato,Tomate Prolifique de Falisolle,48.0,"[""NPK 10-10-10"",""Compost""]",4.0,12.0,tomate prolifique de falisolle,
Leafy vegetable,Andijvie Radicchio 506 TT,48.0,"[""NPK fertilizer"",""Organic compost""]",4.0,0.5,andijvie radicchio 506 tt,
Leafy vegetable,Andijvie Wallonne,48.0,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4.0,0.5,andijvie wallonne,
Leafy vegetable,Boerenkool Roter Krauser,48.0,"[""Organic compost"",""All-purpose fertilizer""]",4.0,0.5,boerenkool roter krauser,
Leafy vegetable,Boerenkool Westlandse Winter,48.0,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4.0,0.5,boerenkool westlandse winter,
Leafy vegetable,Groenlof Nettuno TT,36.0,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers"",""Potassium-based fertilizers""]",2.5,0.75,groenlof nettuno tt,
Herbaceous Perennial,Grote Kaardebol,48.0,"[""Complete balanced fertilizer"",""Organic compost""]",4.0,0.5,grote kaardebol,
Perennial,Mariëtteklokje,24.0,"[""Organic compost"",""Slow-release granular fertilizer""]",6.0,1.0,mariëtteklokje,
Flowering Plant,Muurbloem,48.0,"[""NPK 10-10-10"",""Compost""]",4.0,0.5,muurbloem,
Annual Flower,Pronkboon Prijswinner,48.0,"[""NPK 10-10-10"",""Organic Compost""]",4.0,0.5,pronkboon prijswinner,
Climbing plant,Pronkboon Scarlet Emperor,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,2.0,pronkboon scarlet emperor,
Herb,Scharlei,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,0.5,scharlei,
Vegetable,Spinaziezuring,48.0,"[""nitrogen"",""phosphorus"",""potassium""]",2.0,0.5,spinaziezuring,
Vegetable,Stamslaboon la victoire,48.0,"[""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",2.0,2.0,stamslaboon la victoire,
Flowering Plant,Stamslaboon Major,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,2.0,stamslaboon major,
Flowering Plant,Stamslaboon Purple Queen,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,0.5,stamslaboon purple queen,
Fruit,Stamslaboon Roi des Belges,24.0,"[""NPK fertilizer"",""Organic compost""]",4.0,2.0,stamslaboon roi des belges,
Vegetable,Stokslaboon Helda,48.0,"[""NPK 10-10-10"",""Compost""]",4.0,1.0,stokslaboon helda,
Vegetable,Stokslaboon Neckarkönigin,24.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,1.0,stokslaboon neckarkönigin,
Flower,Bloemenmengsel Insectenbuffet,48.0,"[""Organic compost"",""Liquid seaweed fertilizer""]",4.0,0.5,bloemenmengsel insectenbuffet,
Vegetable,Broccoli Calinaro,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,1.0,broccoli calinaro,
Savooiekool Winterkoning 2,Savooiekool Winterkoning 2,48.0,"[""NPK 10-10-10"",""Organic compost""]",4.0,0.5,savooiekool winterkoning 2,d
Leafy vegetable,Savooiekool de Lorient,48.0,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4.0,0.5,savooiekool de lorient,
Legume,Sojaboon Chiba Green,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2.0,2.0,sojaboon chiba green,
Legume,Sojaboon Green Shell,48.0,"[""NPK 20-20-20"",""Organic compost""]",4.0,1.0,sojaboon green shell,
Flowering Plant,Amarant Orange Giant,48.0,"[""10-10-10 NPK fertilizer"",""Compost""]",4.0,1.0,amarant orange giant,
Herb,Basilicum Tulsi,48.0,"[""Organic compost"",""Liquid seaweed fertilizer""]",2.0,0.5,basilicum tulsi,
Vegetable,Witloof van Brussel,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,0.5,witloof van brussel,
Cereal,Zoete Maïs,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,2.0,zoete maïs,
Leafy Vegetable,Veldsla Verte de Cambrai,48.0,"[""Organic compost"",""NPK fertilizer""]",4.0,0.5,veldsla verte de cambrai,
Perennial,Amphicarpaea Bracteata,60.0,"[""Organic compost"",""All-purpose balanced fertilizer""]",5.0,1.5,amphicarpaea bracteata,
Flowering plant,Nigella arvensis,48.0,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4.0,1.0,nigella arvensis,
Wildflower,Asperula arvensis,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,0.2,asperula arvensis,
Perennial Flower,Adonis Vernalis,60.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",5.0,0.75,adonis vernalis,
Annual Flower,Adonis Aestivalis,48.0,"[""NPK 10-10-10"",""Organic compost""]",4.0,0.5,adonis aestivalis,
Perennial,Asphodelus albus,48.0,"[""NPK fertilizer"",""Organic compost""]",4.0,1.0,asphodelus albus,
Perennial,Hibiscus acetosella,48.0,"[""NPK 10-10-10"",""Compost""]",4.0,1.0,hibiscus acetosella,
Perennial,Agastache Astromontana,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,0.25,agastache astromontana,
Perennial,Agastache Pringlei,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",8.0,0.25,agastache pringlei,
Shrub,Salsola soda,48.0,"[""Compost"",""Organic fertilizers""]",4.0,0.5,salsola soda,
Deciduous Tree,Acer pseudoplatanus,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",12.0,1.0,acer pseudoplatanus,
Deciduous Tree,Acer Campestre,48.0,"[""NPK"",""Compost""]",8.0,2.0,acer campestre,
Deciduous Tree,Acer platanoides,48.0,"[""NPK"",""Compost""]",8.0,2.0,acer platanoides,
Deciduous Tree,Acer Saccharum,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",8.0,2.0,acer saccharum,
Herb,Carum Roxburghianum,24.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,0.5,carum roxburghianum,
Herb,Carum Copticum,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,0.5,carum copticum,
Perennial,Aquilegia alpina,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,0.25,aquilegia alpina,
Perennial,Aquilegia vulgaris und hybride,48.0,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4.0,0.25,aquilegia vulgaris und hybride,
Perennial,Aquilegia caerulea,48.0,"[""Compost"",""Organic Fertilizer""]",4.0,0.25,aquilegia caerulea,
Perennial,Zizia Aurea,48.0,"[""Compost"",""Organic slow-release fertilizer""]",6.0,0.25,zizia aurea,
Flowering Plant,Chrysanthemum Indicum-Hybride,48.0,"[""NPK 10-10-10"",""Organic compost""]",6.0,0.5,chrysanthemum indicum-hybride,
Succulent,Aloe Vera,72.0,"[""Nitrogen-based"",""Phosphorus-based""]",8.0,2.0,aloe vera,
Herbaceous perennial,Mandragora officinalis,48.0,"[""Nitrogen-based"",""Phosphorus-based""]",4.0,2.0,mandragora officinalis,
Flowering Plant,Amethystea Caerulea,60.0,"[""NPK"",""Compost""]",5.0,0.5,amethystea caerulea,
Perennial,Rumex alpinus,24.0,"[""Nitrogen-rich fertilizer"",""Organic compost""]",4.0,0.2,rumex alpinus,
Perennial Herb,Rumex Rugosus,48.0,"[""Organic compost"",""Nitrogen-rich fertilizer""]",4.0,0.5,rumex rugosus,
Perennial,Rumex hymenosepalus,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,1.0,rumex hymenosepalus,
Perennial Herb,Rumex Crispus,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,1.0,rumex crispus,
Perennial,Rumex thysiflorus,48.0,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4.0,0.2,rumex thysiflorus,
Herbaceous perennial,Rumex Scutatus,48.0,"[""Compost"",""Organic nitrogen fertilizer""]",4.0,0.5,rumex scutatus,
Perennial Fruit Plant,Fragaria x ananassa,48.0,"[""NPK 10-10-10"",""Organic Compost""]",4.0,0.5,fragaria x ananassa,
Perennial,Lupinus mutabilis var. mutabilis,48.0,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4.0,2.0,lupinus mutabilis var. mutabilis,
Perennial herb,Marrubium Vulgare,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,0.2,marrubium vulgare,
Perennial herb,Marrubium incanum,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,0.5,marrubium incanum,
Perennial,Agastache scrophulariaefolia,48.0,"[""Compost"",""Organic fertilizer""]",4.0,0.5,agastache scrophulariaefolia,
Perennial,Bixa orellana,48.0,"[""Organic compost"",""Nitrogen-based fertilizer""]",6.0,0.5,bixa orellana,
Shrub,Aronia sp.,48.0,"[""NPK 10-10-10"",""Compost"",""Bone Meal""]",4.0,1.0,aronia sp.,
Perennial,Aptenia Cordifolia,48.0,"[""Slow-release fertilizer"",""Organic compost""]",8.0,0.2,aptenia cordifolia,
Perennial,Arnica montana,60.0,"[""Compost"",""Organic fertilizers""]",5.0,1.5,arnica montana,
Herbaceous Perennial,Arnica chamissonis,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",8.0,0.5,arnica chamissonis,
Perennial,Aster novae-angliae,48.0,"[""NPK"",""Organic compost""]",4.0,0.5,aster novae-angliae,
Annual,Clarkia amoena,48.0,"[""NPK"",""Compost""]",4.0,0.5,clarkia amoena,
Herbaceous perennial,Sambucus ebulus,48.0,"[""Nitrogen-based"",""Phosphorous-based"",""Potassium-based""]",4.0,1.0,sambucus ebulus,
Fungi,Pleurotus ostreatus,48.0,"[""Compost"",""Manure""]",4.0,1.0,pleurotus ostreatus,
Fungi,Pleurotus cornucopiae,48.0,"[""compost"",""manure""]",4.0,1.0,pleurotus cornucopiae,
Fungus,Pleurotus eryngii,24.0,"[""Compost"",""Chicken manure"",""Mushroom substrate""]",4.0,1.0,pleurotus eryngii,
Fungi,Pleurotus salmoneo-stramineus,48.0,"[""compost"",""manure""]",4.0,1.0,pleurotus salmoneo-stramineus,
Fungi,Pleurotus Columbinus,48.0,"[""Compost"",""Mushroom spawn"",""Straw""]",5.0,1.0,pleurotus columbinus,
Perennial,Veronica beccabunga,24.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,0.2,veronica beccabunga,
Perennial,Phuopsis stylosa,48.0,"[""NPK fertilizer"",""Organic compost""]",4.0,1.0,phuopsis stylosa,
Perennial Flower,Platycodon Grandiflorus,48.0,"[""NPK 10-10-10"",""Organic Compost""]",4.0,0.25,platycodon grandiflorus,
Vegetable,Momordica charantia,48.0,"[""NPK fertilizer"",""Organic compost"",""Vermicompost""]",4.0,1.0,momordica charantia,
Herb,Cedronella triphylla = canariensis,60.0,"[""Organic compost"",""Slow-release granular fertilizer""]",5.0,0.75,cedronella triphylla = canariensis,
Unknown,Unknown,44.29556046112337,"[""Unknown""]",44.76334586043743,44.76334586043743,unknown,
Flowering Plant,Barbarea Vulgaris,48.0,"[""Organic compost"",""Liquid seaweed fertilizers""]",4.0,0.5,barbarea vulgaris,
Perennial,Iris pallida x variegata,48.0,"[""10-10-10"",""5-10-5""]",4.0,2.0,iris pallida x variegata,
Vine,Anredera cordifolia,48.0,"[""NPK fertilizers"",""Organic compost""]",4.0,1.0,anredera cordifolia,h
Herb,Ocimum Micranthemum,48.0,"[""Compost"",""Organic fertilizer""]",4.0,0.5,ocimum micranthemum,
Herb,Ocimum sp.,48.0,"[""Organic compost"",""Liquid seaweed fertilizer""]",4.0,1.0,ocimum sp.,
Shrub,Amorpha Fruticosa,48.0,"[""Compost"",""Organic Liquid Fertilizer""]",4.0,1.0,amorpha fruticosa,
Flowering Plant,Bauchinia Variegata,72.0,"[""NPK 10-10-10"",""Organic compost""]",6.0,1.0,bauchinia variegata,
Perennial,Aloe Arborescens,48.0,"[""Organic compost"",""Liquid fertilizers""]",8.0,2.0,aloe arborescens,
Flowering Plant,Fagopyrum cymosum,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,2.0,fagopyrum cymosum,
Fruit,Cyphomandra sp.,48.0,"[""NPK"",""Compost""]",4.0,6.0,cyphomandra sp.,
Perennial,Asclepias fruticosa,48.0,"[""Organic compost"",""Slow-release fertilizer""]",4.0,0.5,asclepias fruticosa,
Perennial,Asclepias fruticosa,48.0,"[""Compost"",""Organic fertilizer""]",4.0,1.0,ascelpias fruticosa,
Herbaceous plant,Gossypium herbaceum,48.0,"[""NPK"",""compost""]",4.0,1.0,gossypium herbaceum,
Flowering Plant,Gossypium arboreum,48.0,"[""NPK fertilizer"",""Organic compost""]",4.0,0.5,gossypium arboreum,
Annual,Bidens pilosa,48.0,"[""Complete balanced fertilizer"",""Organic compost""]",4.0,0.5,bidens pilosa,
Succulent,Kalanchoe beharensis,72.0,"[""Cactus fertilizer"",""Balanced NPK fertilizer""]",4.0,0.25,kalanchoe beharensis,
Herb,Artemisia argyi,48.0,"[""NPK 10-10-10"",""Organic compost""]",4.0,0.5,artemisia argyi,
Herbaceous perennial,Artemisia vulgaris,48.0,"[""NPK 20-20-20"",""Organic compost""]",4.0,0.5,artemisia vulgaris,
Perennial Herb,Artemisia mexicana,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",8.0,0.2,artemisia mexicana,
Perennial,Artemisia pontica,48.0,"[""NPK fertilizer"",""Organic compost""]",4.0,0.5,artemisia pontica,
Perennial Flower,Symphytum grandiflorum,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,0.5,symphytum grandiflorum,
Herb,Calamintha nepeta,48.0,"[""Organic compost"",""Liquid seaweed fertilizer""]",4.0,0.25,calamintha nepeta,
Perennial,Calamintha grandiflora,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,0.5,calamintha grandiflora,
Perennial Herb,Calamintha Nepeta ssp. Nepeta,48.0,"[""Compost"",""Organic liquid fertilizer""]",4.0,0.2,calamintha nepeta ssp. nepeta,
Perennial,Pycnanthemum pilosum,24.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,0.25,pycnanthemum pilosum,
Perennial,Anacyclus pyrethrum,48.0,"[""Organic compost"",""Slow-release fertilizer""]",8.0,0.4,anacyclus pyrethrum,
Shrub,Bassia scoparia,48.0,"[""NPK"",""Organic fertilizers""]",4.0,1.0,bassia scoparia,
Flowering Plant,Phacelia sp.,48.0,"[""NPK fertilizer"",""Organic compost""]",4.0,0.5,phacelia sp.,
Flowering Plant,Hyoscyamus aureus,48.0,"[""NPK 10-10-10"",""Compost""]",4.0,0.5,hyoscyamus aureus,
Herb,Hyoscyamus niger,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,0.5,hyoscyamus niger,
Herb,Hyoscyamus Alba,48.0,"[""Nitrogen-rich fertilizer"",""Phosphorus-based fertilizer""]",4.0,1.0,hyoscyamus alba,
Deciduous Tree,Betula pendula,48.0,"[""Nitrogen"",""Potassium""]",8.0,6.0,betula pendula,
Fruit Tree,Pyrus communis,48.0,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",8.0,1.0,pyrus communis,
Fruit,Solanum muricatum,48.0,"[""NPK 10-10-10"",""Compost""]",4.0,0.5,solanum muricatum,
Perennial,Muscari comosum,48.0,"[""NPK 10-10-10"",""Organic compost""]",4.0,2.0,muscari comosum,
Perennial,Poncirus Trifoliata,24.0,"[""NPK 10-10-10"",""Organic compost""]",4.0,2.0,poncirus trifoliata,
Herbaceous perennial,Physalis alkekengi,60.0,"[""NPK fertilizer"",""Organic compost""]",5.0,0.375,physalis alkekengi,
Shrub,Colutea arborescens,48.0,"[""All-purpose fertilizer"",""Organic compost""]",4.0,1.0,colutea arborescens,
Tree,Paulownia Tomentosa,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,1.0,paulownia tomentosa,
Shrub,Decaisnea Fargesii,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",8.0,0.5,decaisnea fargesii,
Grass,Digitaria sanguinalis ssp. sanguinalis,24.0,"[""NPK 12-12-12"",""Compost"",""Manure""]",4.0,0.5,digitaria sanguinalis ssp. sanguinalis,
Shrub,Lycium chinense,48.0,"[""NPK"",""Compost""]",4.0,0.5,lycium chinense,
Shrub,Lycium spec.,48.0,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",8.0,1.0,lycium spec.,
Herb,Trigonella foenum-graecum,48.0,"[""NPK fertilizer"",""compost"",""manure""]",4.0,2.0,trigonella foenum-graecum,
Legume,Vigna angularis,48.0,"[""NPK fertilizers"",""Compost""]",4.0,2.0,vigna angularis,
Legume,Vigna unguiculata ssp. unguiculata,24.0,"[""NPK fertilizer"",""Compost""]",4.0,2.0,vigna unguiculata ssp. unguiculata,
Vegetable,Phaseolus vulgaris var. nanus,48.0,"[""NPK fertilizer"",""Organic compost""]",2.0,2.0,phaseolus vulgaris var. nanus,
Perennial,Dolichos Lablab,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,2.0,dolichos lablab,
Legume,Vigna radiata,24.0,"[""NPK fertilizers"",""Organic compost""]",2.0,2.0,vigna radiata,
Vegetable,Vigna unguiculata ssp. sesquipedalis,24.0,"[""NPK 10-10-10"",""Compost""]",4.0,2.0,vigna unguiculata ssp. sesquipedalis,
Vegetable,Phaseolus vulgaris var. vulgaris,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2.0,2.0,phaseolus vulgaris var. vulgaris,
Perennial,Phlomis Tuberosa,48.0,"[""All-purpose fertilizer"",""Slow-release granular fertilizer""]",5.0,0.5,phlomis tuberosa,
Perennial shrub,Phlomis fruticosa,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",6.0,0.5,phlomis fruticosa,
Perennial,Prunella grandiflora,48.0,"[""NPK 10-10-10"",""Organic Compost""]",4.0,0.25,prunella grandiflora,
Mushroom,Stropharia rugosa-annulata,48.0,"[""Compost"",""Mushroom spawn"",""Straw""]",8.0,2.0,stropharia rugosa-annulata,
Herbaceous Perennial,Scrophularia Ningpoensis,48.0,"[""Organic compost"",""Liquid seaweed fertilizer""]",4.0,0.25,scrophularia ningpoensis,
Herbaceous perennial,Scrophularia nodosa,48.0,"[""Organic compost"",""Liquid seaweed fertilizer""]",4.0,0.2,scrophularia nodosa,
Vegetable,Brassica rapa ssp. oleifera,48.0,"[""NPK 10-10-10"",""Compost""]",4.0,1.0,brassica rapa  ssp. oleifera,
Vegetable,Brassica oleracea var. italica,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2.0,1.0,brassica oleracea var. italica,
Shrub,Rubus sp.,48.0,"[""NPK 10-10-10"",""Compost""]",5.0,1.0,rubus sp.,
Herb,Trigonella caerulea,48.0,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers"",""Potassium-based fertilizers""]",4.0,2.0,trigonella caerulea,
Aquatic plant,Nasturtium officinale,24.0,"[""Organic compost"",""Liquid seaweed fertilizer""]",2.0,0.2,nasturtium officinale,
Annual,Fagopyrum sp.,60.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",5.0,1.5,fagopyrum sp.,
Perennial,Bulbine frutescens,48.0,"[""Slow-release granular fertilizer"",""Liquid seaweed fertilizer""]",8.0,0.5,bulbine frutescens,
Tuber,Tuber aestivum var. unicatum,48.0,"[""nitrogen-based"",""phosphorus-based"",""potassium-based""]",4.0,2.0,tuber aestivum var. unicatum,
Evergreen shrub,Buxus sempervirens,48.0,"[""NPK 10-10-10"",""Organic compost""]",8.0,0.5,buxus sempervirens,
Perennial,Houttuynia cordata,48.0,"[""Organic compost"",""Balanced NPK fertilizer""]",4.0,0.5,houttuynia cordata,
Fruit tree,Annona cherimola,48.0,"[""NPK 10-10-10"",""Organic compost""]",8.0,0.5,annona cherimoia,
Vegetable,Brassica rapa ssp. pekinensis,24.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2.5,0.75,brassica rapa ssp. pekinensis,
Vegetable,Brassica juncea,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,0.5,brassica juncea,
Grass,Miscanthus sacchariflorus,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",5.0,2.0,miscanthus sacchariflorus,
Flowering plant,Orychophragmus violaceus,48.0,"[""NPK 10-10-10"",""Compost""]",4.0,0.5,orychophragmus violaceus,
Weed,Abutilon Theophrasti,48.0,"[""NPK"",""Compost""]",4.0,0.5,abutilon theophrasti,
Tree,Toona Sinensis,60.0,"[""Organic Compost"",""NPK Fertilizer""]",7.0,0.75,toona sinensis,
Flowering Plant,Jasminum grandiflorum,48.0,"[""NPK"",""Organic compost""]",4.0,0.5,jasminum grandiflorum,
Perennial,Artemisia Apiacea,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,0.5,artemisia apiacea,
Flowering Plant,Chrysanthemum x grandiflorum,60.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",5.0,0.75,chrysanthemum x grandiflorum,
Flowering plant,Chrysanthemum indicum,48.0,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4.0,0.5,chrysanthemum indicum,
Flowering Plant,"Chrysantheme, Winteraster",48.0,"[""NPK"",""Organic compost""]",4.0,1.0,"chrysantheme, winteraster",
Perennial,Caryopteris x clandonensis,48.0,"[""10-10-10"",""14-14-14""]",4.0,0.5,caryopteris x clandonensis,
Herb,Symphytum Officinale,48.0,"[""Organic compost"",""Fish emulsion""]",4.0,0.5,symphytum officinale,
Perennial,Symphytum caucasicum,36.0,"[""Organic compost"",""Liquid seaweed fertilizer""]",5.0,0.5,symphytum caucasicum,
Perennial,Symphytum x uplandicum,48.0,"[""NPK 10-10-10"",""Organic compost""]",4.0,0.5,symphytum x uplandicum,
Pepper,C. baccatum var. pendulum,24.0,"[""NPK 20-20-20"",""Organic compost""]",2.0,0.5,c.baccatum var.pendulum,
Perennial,Helichrysum stoechas,48.0,"[""NPK 10-10-10"",""Organic compost""]",5.0,0.30000000000000004,helichrysum stoechas,
Flowering Plant,Dahlia Pinnata,48.0,"[""10-10-10 NPK fertilizer"",""Bone meal"",""Compost""]",4.0,2.0,dahlia pinnata,
Herb,Turnera diffusa,36.0,"[""NPK fertilizers"",""Organic compost""]",5.0,1.5,turnera diffusa,
Perennial,Dictamnus albus,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,0.2,dictamnus albus,
Perennial,Jovibarba hirta,72.0,"[""Slow-release granular fertilizer"",""Liquid fertilizer""]",4.0,0.2,jovibarba hirta,
Tree,Dracaena Draco,72.0,"[""NPK 20-20-20"",""Organic Compost""]",8.0,4.0,dracaena draco,
Flowering plant,Lallemantia iberica,48.0,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4.0,0.5,lallemantia iberica,
Fruit,Asimina triloba,48.0,"[""Compost"",""Organic fertilizer""]",4.0,2.0,asimina triloba,
Perennial shrub,Lycianthes glandulosa,48.0,"[""NPK fertilizer"",""Organic compost""]",6.0,0.5,lycianthes glandulosa,
Perennial,Agastache pallidiflora subsp. neomexicana,48.0,"[""Organic compost"",""Slow-release granules""]",8.0,0.5,agastache pallidiflora subsp. neomexicana,
Perennial,Artemisia camphorata,48.0,"[""Organic compost"",""Slow-release fertilizer""]",6.0,1.0,artemisia camphorata,h
Climbing vine,Hedera helix,72.0,"[""Organic compost"",""Slow-release granular fertilizer""]",4.0,0.5,hedera helix,
Perennial Herb,Veronica officinalis,48.0,"[""Organic compost"",""Slow-release granular fertilizer""]",8.0,0.25,veronica officinalis,
Flowering Plant,Pseudolysimachion orchideum,48.0,"[""NPK fertilizer"",""Organic compost""]",4.0,0.5,pseudolysimachion orchideum,h
Perennial,Althaea Frutex,48.0,"[""Organic compost"",""Slow-release fertilizer""]",4.0,1.0,althaea frutex,
Deciduous Tree,Quercus sp.,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",12.0,6.0,quercus sp.,
Flowering Plant,Thyphonium Venosum,48.0,"[""Organic Fertilizer"",""Slow-release Fertilizer""]",4.0,2.0,thyphonium venosum,
Grain crop,Triticum monococcum,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2.0,2.0,triticum monococcum,
Flowering Perennial,Aconitum napellus,48.0,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4.0,0.5,aconitum napellus,
Perennial,Aconitum hemsleyanum,48.0,"[""Organic compost"",""Slow-release fertilizer""]",4.0,0.5,aconitum hemsleyanum,
Herbaceous perennial,Verbena officinalis,48.0,"[""NPK 10-10-10"",""Compost"",""Bone meal""]",4.0,0.25,verbena officinalis,
